prediction;test_price
67.0;86.73
67.67;86.99
68.92;87.55
69.37;87.73
69.52;88.45
69.65;88.11
69.84;88.23
69.73;88.73
69.63;88.77
70.11;87.95
69.79;86.71
69.61;87.93
68.95;87.68
68.97;87.12
69.65;86.42
69.54;87.58
68.82;88.75
68.72;89.02
69.32;90.28
69.34;90.75
70.37;90.49
70.84;91.07
70.65;91.52
70.58;90.76
71.03;90.27
70.93;89.85
70.59;88.53
70.25;88.06
69.48;88.96
69.16;89.88
69.39;90.33
69.31;90.53
69.83;91.23
70.07;90.31
70.45;90.42
70.27;91.22
70.4;90.8
71.36;90.25
71.23;91.19
71.66;90.78
72.34;91.02
71.99;90.06
72.21;88.81
71.61;89.34
70.59;87.17
70.48;88.1
69.59;90.18
69.02;97.06
69.64;98.37
72.92;97.77
74.72;97.49
74.71;97.68
74.67;97.63
74.54;99.27
74.94;99.83
75.68;99.78
76.31;99.54
76.45;99.56
75.99;100.2
75.25;100.62
75.29;100.31
75.73;101.17
75.63;100.21
76.05;99.75
75.64;101.48
75.28;101.92
76.53;101.17
77.5;100.66
77.75;99.5
77.67;100.88
77.12;98.8
77.34;98.61
76.56;102.71
75.95;102.01
77.53;102.9
78.09;102.51
78.23;103.47
77.77;102.9
77.72;103.92
77.49;103.71
77.83;102.65
77.69;100.63
77.54;100.86
76.92;101.09
76.3;101.7
75.89;100.52
76.9;101.05
76.68;101.59
76.59;101.23
76.48;101.04
76.15;101.93
75.64;102.32
76.71;102.5
78.15;102.08
78.98;102.22
78.56;102.53
78.07;103.6
78.27;102.25
78.6;103.71
77.94;103.2
78.16;103.45
77.85;104.46
76.73;104.97
76.83;105.57
76.89;105.34
77.36;105.24
77.42;104.19
77.94;105.92
77.22;106.41
77.99;106.2
78.78;105.15
79.64;104.71
79.24;105.53
78.27;104.08
78.64;104.69
77.63;104.64
76.94;105.35
77.28;105.71
77.49;105.74
78.06;105.96
78.02;105.61
78.31;105.79
77.82;105.67
78.34;104.88
78.79;105.77
78.05;105.93
77.45;105.77
77.22;106.34
77.01;106.14
76.87;106.54
76.9;105.71
76.7;105.71
76.07;104.74
76.01;104.0
75.93;105.42
76.01;106.01
77.11;105.37
77.9;105.59
77.95;106.44
77.85;106.85
78.42;108.51
78.95;107.93
78.9;108.8
79.54;109.65
79.41;109.03
79.85;109.68
80.15;110.2
80.05;108.34
80.54;109.39
79.86;110.98
80.26;110.82
79.81;111.53
79.4;112.88
79.56;111.04
79.9;111.43
79.04;112.24
78.59;113.79
78.55;113.6
78.55;114.03
79.17;114.78
80.12;114.57
79.98;115.27
80.51;115.01
81.28;115.03
81.35;114.52
81.19;114.62
81.15;113.99
80.81;114.19
80.49;115.52
80.19;115.7
80.07;115.67
79.73;116.75
79.18;117.3
79.42;106.54
79.67;104.64
75.91;105.41
73.89;107.0
74.05;104.11
75.13;103.13
74.89;103.64
74.37;103.3
74.64;105.12
74.14;103.08
74.69;102.61
74.42;96.41
74.61;95.28
72.87;91.92
71.08;92.43
69.68;95.65
70.28;98.49
72.29;98.78
74.37;98.21
74.96;95.92
74.18;98.22
72.07;98.31
72.21;97.33
73.08;100.26
72.6;98.23
73.09;98.9
72.76;100.71
73.31;100.08
73.91;99.7
72.94;100.21
72.96;100.44
73.31;99.13
73.14;99.68
72.44;98.79
71.76;97.91
71.94;96.99
70.92;96.68
71.99;94.94
71.78;95.83
70.38;98.51
70.87;98.97
72.33;99.29
72.95;100.1
74.03;100.03
75.4;99.66
75.13;100.84
73.53;101.75
73.02;102.51
73.57;102.75
74.13;101.92
74.02;104.0
72.7;104.34
72.0;105.52
72.11;105.88
73.57;106.12
74.3;109.17
73.81;109.01
74.95;109.43
74.29;109.67
74.09;110.22
74.25;110.89
74.63;109.64
75.25;110.89
74.84;111.37
75.02;109.17
75.07;108.92
74.43;111.5
74.56;112.22
75.62;113.19
76.06;112.32
75.86;112.02
75.16;110.7
74.85;111.74
74.28;111.94
74.79;113.88
74.68;114.43
74.92;115.74
74.79;115.11
75.64;113.7
76.0;114.39
75.9;110.98
75.78;109.38
74.09;111.23
72.14;109.89
73.46;107.85
73.65;110.12
72.95;109.73
72.94;108.42
72.83;107.45
71.76;107.45
70.75;104.81
71.1;106.08
70.12;108.81
70.13;110.39
71.48;108.66
72.54;104.5
72.41;103.4
71.1;103.55
69.75;102.41
69.43;102.7
68.55;104.04
68.48;103.88
69.48;103.16
69.8;101.94
69.5;99.9
69.05;97.88
68.56;97.36
67.83;96.53
67.57;96.28
67.3;96.93
67.94;98.43
68.93;95.54
69.97;96.15
70.16;91.09
70.58;91.16
68.53;89.77
68.27;91.21
67.16;94.0
67.24;92.44
69.18;93.39
68.59;91.5
69.55;90.74
69.34;92.96
68.17;92.31
69.25;90.34
69.18;92.3
68.7;92.58
69.31;91.09
69.75;89.37
69.26;89.56
68.29;86.19
68.11;87.61
66.36;88.43
66.2;90.13
67.01;92.65
67.52;92.33
69.39;92.17
69.9;93.49
69.96;92.53
70.47;92.58
70.29;92.79
69.44;92.46
68.39;92.67
68.44;94.73
68.45;94.1
68.88;95.87
68.8;95.54
69.27;96.42
69.16;94.9
68.88;94.74
68.1;94.14
67.96;95.01
67.2;95.86
67.68;95.3
68.4;95.5
68.27;96.62
69.43;96.24
69.54;95.52
69.0;94.66
68.55;93.94
67.66;94.31
67.29;95.16
67.45;95.23
67.8;95.95
67.94;96.34
68.29;96.11
67.61;95.73
67.31;94.1
67.18;94.57
66.36;93.29
65.9;93.54
64.92;93.39
64.84;94.44
65.06;96.51
65.62;95.68
66.44;95.64
66.09;98.45
65.51;99.57
66.89;100.18
67.31;99.83
67.95;100.67
68.11;101.45
67.97;101.76
69.08;102.13
69.74;100.92
69.88;100.17
69.55;101.24
68.93;100.68
69.61;100.57
69.36;101.79
69.42;102.39
69.77;102.19
70.34;103.41
70.68;99.23
69.92;98.67
68.25;97.52
68.5;97.36
68.13;96.95
67.85;96.04
67.87;95.47
67.38;96.8
66.88;96.22
67.67;96.54
67.55;96.88
67.44;96.83
68.25;97.29
68.38;96.25
68.72;95.58
68.82;95.77
68.82;95.8
68.76;95.83
68.57;95.41
68.83;95.11
69.24;94.92
69.67;94.43
70.43;94.65
70.15;95.46
70.17;95.33
70.03;95.44
70.1;96.04
71.18;96.59
71.5;95.87
71.41;95.84
71.87;96.06
72.21;92.86
72.82;91.56
71.94;93.18
70.87;94.08
71.3;94.9
71.77;95.1
72.41;94.74
71.74;95.51
71.43;96.16
71.57;97.35
72.36;97.7
72.45;97.91
73.3;97.6
74.4;97.69
73.7;97.52
72.89;97.86
71.84;97.2
71.58;95.98
71.05;95.77
70.16;95.48
69.21;95.17
68.94;94.48
68.19;94.13
67.89;93.72
67.26;93.76
67.1;93.36
66.93;92.84
66.8;93.9
67.01;92.99
67.36;93.64
67.59;93.56
68.19;94.46
67.83;95.63
67.7;95.54
67.99;94.63
67.79;94.88
67.81;94.67
67.6;94.66
67.46;94.44
67.74;94.19
67.47;93.68
67.24;93.78
67.13;93.63
67.36;93.37
67.78;93.04
67.4;92.7
66.84;92.69
66.63;92.3
66.6;92.11
66.66;92.26
66.95;91.66
66.48;91.57
66.6;91.94
66.25;90.31
66.69;91.5
66.85;90.58
67.1;90.15
66.53;90.39
66.66;90.45
66.2;90.51
66.18;90.83
66.68;90.28
66.73;91.28
66.3;91.14
66.31;89.86
66.24;89.63
66.09;90.09
66.01;89.7
66.62;90.74
66.61;90.38
67.0;90.48
67.16;90.34
67.1;90.71
67.47;90.38
67.56;90.38
67.38;89.76
66.96;89.32
66.74;89.04
66.56;89.22
66.83;88.76
67.71;89.09
67.3;89.83
67.57;89.93
67.9;90.91
67.91;91.24
68.67;90.63
68.9;91.36
68.52;91.87
68.89;91.71
69.29;90.57
70.18;90.28
69.7;89.81
69.29;91.24
68.86;90.34
69.24;92.27
69.29;92.22
70.5;92.48
70.61;92.79
71.08;95.45
70.9;95.68
71.36;95.47
71.94;96.86
71.65;97.1
72.14;96.0
72.31;95.4
71.88;95.48
71.34;96.02
71.76;96.56
71.76;96.71
71.56;97.39
71.19;96.86
70.94;96.68
70.73;96.25
70.72;97.68
70.24;98.36
70.78;99.66
71.16;101.8
71.59;103.26
72.29;102.47
73.71;102.26
73.75;102.46
73.64;102.79
73.58;102.32
73.98;103.69
73.47;103.85
73.66;103.94
73.74;103.81
73.15;103.54
72.83;103.56
72.32;102.7
72.35;102.96
71.76;102.62
